text;,sentimiento
"RT @EIExpedienteCol: \Cuando mi papá gane la presidencia le pago los $120 millones\"" Nicolas Petro cuadra sus cuentas para luego de eleccion…""";,-1
RT @avpcastellar: @petrogustavo Presidente! En Canadá ya votamos! https://t.co/qlS0LMQVKc;, 1
 @reyking93 @SmithMorera @fede0410 @elciegoeduardo @JERobledo @ELTIEMPO @petrogustavo Es q el no dice q a… https://t.co/Uv4oqgVmbr;, 1
RT @cmbustamante: El sr @petrogustavo escupió para arriba y le cayó en la cara. Tanto que ha difamado de los hijos de Uribe y nunca nadie…;,-1
RT @jerojasrodrigue: “Hoy el Acuerdo sobre lo Fundamental es Colombia Humana los conservadores aceptamos el llamado de @petrogustavo a la…;, 1
RT @SaraTufanoZ: .@LaPullaOficial tuvo que sacar un video sobre @petrogustavo para que quienes no estábamos interesados en verla la viéram…;, 1
RT @LuchyB: Petristas su ídolo llegará al poder a gastarse nuestra plata para demostrar que @nicolaspetroB es emprendendor. Yo si decía qu…;,-1
"RT @Eleccionescolom: En un escenario de segunda vuelta por quién votaría?

🔁 @petrogustavo 
❤ @German_Vargas https://t.co/LOfplaEexZ";, 1
RT @jbagbam74: Qué opinan los intelectuales que apoyan a @sergio_fajardo de su reunión con @petrogustavo ?;, 1
"RT @VLADDO: Es ingenuo —absurdo incluso— pensar que el antídoto contra @AlvaroUribeVel es @petrogustavo; y viceversa.
Esa no puede ser la…";,-1
Y los empresarios están influenciando el voto en contra de @petrogustavo . Eso si no lo denuncia el padre del cosco… https://t.co/QfLRisUY19;,-1
RT @DanielRMed: Lo de anoche en Bogotá indica que sólamente con un fraude pueden impedir que @petrogustavo sea presidente nunca en mi vid…;, 1
A mi me gustaría que alguien si es posible y me hacen el favor me diga ¿en qué parte del texto sé encuentra la in… https://t.co/t2zjW0x1bO;, 1
"RT @JavierAdaime: Descripción gráfica de la entrevista del cuñado de @IvanDuque ; @NestorMoralesC a @petrogustavo .
Peinada total!!
¡¡Sigui…";, 1
RT @rudolph_s_a: Los que vamos a votar por @petrogustavo no somos de extrema izquierda. Somos de extrema indignación por estos 200 años de…;,-1
RT @BluRadioCo: #AlAire “No vamos a quitar la propiedad privada no vamos a expropiar a nadie nunca lo hice como alcalde de Bogotá”: @petr…;, 1
RT @FranciscoCasan2: Bello escuchar a @petrogustavo defenderse de 4 lobos malintencionado. Sabe que se va a meter en la boca del lobo y aún…;, 1
RT @LawmperezMario: @IrreverentesCol Se sabe que detrás de @sergio_fajardo está @PoloDemocratico y de esos ya hay muchos que se le están to…;, 1
RT @RafaGuarin: Petro apoyó la dictadura venezolana impulsó la revolución bolivariana respaldó asesoró y admiró a Hugo Chavez defendió…;,-1
 De eso sí cai en cuenta ahorita � toca que hagan el aguante (?);,-1
 @julian_kaka @petrogustavo Ya sabemos en qué está gastando el dinero de la campaña pagando artícu… https://t.co/SZAWhqhoHy;,-1
 @IvanCepedaCast @petrogustavo Y las amenazas a Uribe y Duque qué??? Los intocables de la izquierda pero se dedican a amenazar.;,-1
"RT @EdgMauGarcia: ¿Que propone @petrogustavo?

#ConPetroAvanzamosPaís.
#PetroPresidente. https://t.co/IvqnbFTC6R";, 1
 @JuanManSantos @USEmbassyBogota @petrogustavo q raro xq según ellos el cne venezolano q hacen como 20 aud… https://t.co/mcjkElEjJq;,-1
"RT @GustavoRugeIes: #Daro Casi linchan a @petrogustavo a su llegada a Cartagena; esto es lo qué pasa siempre pero él dice que es apoyo popu…";, 1
RT @LawmperezMario: @IrreverentesCol Se sabe que detrás de @sergio_fajardo está @PoloDemocratico y de esos ya hay muchos que se le están to…;, 1
"Santoral del 23 de mayo
San Desiderio de Langres";, 1
" Jajajajajajajaja solo miras mal aveces por ejemplo al mono ese feo de resto das es risa ;v alv";,-1
Lo bueno es que deadpool no decepciono. 😍;,-1
RT @cmbustamante: El sr @petrogustavo escupió para arriba y le cayó en la cara. Tanto que ha difamado de los hijos de Uribe y nunca nadie…;, 1
 La principal habilidad de @petrogustavo es el engaño. Engañó a la policia en su juventud al ejército… https://t.co/epz3zFl8tM;, 1
 @petrogustavo @PizarroMariaJo @AidaAvellaE @DanielBejarano_ @charry_manager @GiordanoBrunoFi… https://t.co/G2z4vzYMiB;, 1
RT @elespectador: La prohibición al porte de armas de fuego que llevó a la reducción de la tasa de homicidios en Bogotá es uno de los log…;, 1
RT @angelamrobledo: Periodistas de @BluRadioCo a tomar goticas de https://t.co/yMOR9KD9RO lograron arrinconar a @petrogustavo entre el cuña…;,-1
RT @LEPUYANA: El metro que no quiere @petrogustavo y otros medios de transporte que no se pueden utilizar en Bogotá porque la máquina tapa…;,-1
RT @Lucia_Monsalvo: Mi familia en Canadá lo respalda hoy salieron a votar. @petrogustavo @ColombiaHumana_ @GustavoBolivar #NoAlFraudeElect…;,-1
"RT @guaritotapaazul: \Estamos creciendo\"" como la cola de las vacas hacia abajo @petrogustavo @fecode https://t.co/SS70dHdxk9""";,-1
RT @LawmperezMario: @IrreverentesCol Se sabe que detrás de @sergio_fajardo está @PoloDemocratico y de esos ya hay muchos que se le están to…;,-1
¡Te regalo $50.000 COP en costos de envío si eres nuevo en Rappi! Descarga Rappi activa mi código gaston8077 y pid… https://t.co/0GbLCszv2i;, 1
 @Davsay94 @petrogustavo Hay que leer Rafaga M;,-1
RT @jerojasrodrigue: “Hoy el Acuerdo sobre lo Fundamental es Colombia Humana los conservadores aceptamos el llamado de @petrogustavo a la…;, 1
 @GiordanoBrunoFi JAJAJAJAJA Yo si pienso en Colombia y @petrogustavo será mi presidente  🇨🇴❤;, 1
La actriz @Lina_Tejeiro se suma a #LaFuerzaDeLaEsperanza por que sabe que #ConFajardoGanamos #SePuede ✏️… https://t.co/V0kkW02t8q;, 1
RT @CARLOSFMEJIA: La hipocresía de @petrogustavo frente a la dictadura venezolana. #PetroElCastrochavistaColombiano  https://t.co/UGJmkI7lM…;,-1
RT @paoizq2001: #SoloPetroLeGanaADuque Mientras Uribe con su ley 100 convirtió la salud como un negocio @petrogustavo hizo de la salud un…;, 1
RT @Santosterroris: ÚLTIMA HORA | Gustavo Petro “Creo que Hugo Chávez amaba a la gente pobre al igual que yo”. Los amaba tanto que los hiz…;, 1
 @petrogustavo @IvanDuque Medio salón de la cámara de comercio no se compara con llenar San Francisco… https://t.co/OVqgXosIgB;, 1
 @paolaccf @Sebast4N @WRadioColombia @petrogustavo A mi no me gustan los guerrilleros.;,-1
RT @angelamrobledo: Periodistas de @BluRadioCo a tomar goticas de https://t.co/yMOR9KD9RO lograron arrinconar a @petrogustavo entre el cuña…;,-1
RT @HOLLMANMORRIS: Amenazan de muerte al cantante Diego Moran por presentarse en cierre de campaña de @petrogustavo. Toda mi solidaridad e…;,-1
RT @graffitiborrao: Alejandra Barrios directora de la MOE-Misión de Observación Electoral le da la razón a @petrogustavo no se hizo audi…;,-1
RT @jerojasrodrigue: “Hoy el Acuerdo sobre lo Fundamental es Colombia Humana los conservadores aceptamos el llamado de @petrogustavo a la…;, 1
Ps que rico tu en 4 jaja. 🤔😏.;, 1
"RT @GustavoRugeIes: #Daro Casi linchan a @petrogustavo a su llegada a Cartagena; esto es lo qué pasa siempre pero él dice que es apoyo popu…";, 1
Aléjate de lo que hace daño!;, 1
 @AlvaroUribeVel @petrogustavo Y porqué Petro no quiere mostrar su declaración de renta?;,-1
Ps que rico tu en 4 jaja. 🤔😏.;,-1
"RT @GustavoRugeIes: #Daro Casi linchan a @petrogustavo a su llegada a Cartagena; esto es lo qué pasa siempre pero él dice que es apoyo popu…";,-1
Aléjate de lo que hace daño!;,-1
@BluRadioCo @AlvaroUribeVel @petrogustavo Y porqué Petro no quiere mostrar su declaración de renta?;,-1
RT @ManosLimpiasCo: ATENCION: Alejandra Barrios  directora de @moecolombia confirma que lo que dice @petrogustavo. La @Registraduria debe p…;, 1
RT @elespectador: La prohibición al porte de armas de fuego que llevó a la reducción de la tasa de homicidios en Bogotá es uno de los log…;,-1
RT @LuisaEvapolopol: Este sr @petrogustavo  es implacable a la hora de señalar a los hijos de @AlvaroUribeVel  me gustaría saber su opinió…;, 1
@Arrocito_enbajo Jajajajaja 🙈🙉🙊;, 1
RT @RevistaSemana: #ColombiaDecide | @petrogustavo llena plazas públicas y seduce a muchos jóvenes con un discurso contra la política tradi…;, 1
@BluRadioCo @osoto74soto @petrogustavo Y la familia de Chávez termino multimillonaria y Petro no quiere mostrar su… https://t.co/etZr7MSi4k;,-1
"RT @The__Bosch: \Petro no es chavista\""... decían";, 1
"#PetroEnBlu https://t.co/WPY3lhnqo0""";, 1
Eso más gasolina para q populista barato @petrogustavo siga incendiando este País. Va a perder elecciones eso es cl… https://t.co/kiIY6fTleC;, 1
 Hoy el mundo nos mira @nicolaspetroB  estamos a punto de cambiar la historia estamos a punto de que… https://t.co/h8WL78d8Rr;, 1
RT @jndevis: Curioso q el pobre .@petrogustavo q no tiene ni para pagar la administración d su casa  ni las multas x los detrimentos patrim…;,-1
RT @angelamrobledo: Esta noche a las 8:30 pm estaré en Canal Capital conversando de las propuestas con las que junto con @petrogustavo vamo…;, 1
RT @PaisPrimero: Nos vemos en la segunda vuelta @sergio_fajardo y @ClaudiaLopez @petrogustavo y @angelamrobledo @DeLaCalleHum y @ClaraLop…;, 1
RT @amompotes: ¡Llega #ElDebate! Escuche las ideas de @IvanDuque @petrogustavo @sergio_fajardo @german_vargas y @delacallehum este jueve…;,-1
@dianalunareja Esto se llama apropiación cultural muy triste;, 1
RT @LawmperezMario: @CARACHOAPIA @IrreverentesCol @sergio_fajardo @PoloDemocratico @petrogustavo Obvio!!!!  @IvanDuque es claro  sin ataque…;, 1
Así o más claro? https://t.co/UyTuIdMokV;, 1
@DM_White Lo mejor es ir al baño y no tener que cerrar la puerta;,-1
RT @gerapo2006: Les presento al profesor @charry_manager quien hizo parte del equipo técnico encargado de diseñar las propuestas agrarias d…;, 1
"RT @Eleccionescolom: En un escenario de segunda vuelta por quién votaría?

🔁 @petrogustavo 
❤ @German_Vargas https://t.co/LOfplaEexZ";, 1
"RT @ColombiaHumana_: \Hoy a los jóvenes les tiran la puerta de la universidad en la cara hay que lograr la gratuidad y la universalidad de…""";, 1
@DM_White Lo mejor es ir al baño y no tener que cerrar la puerta;,-1
RT @gerapo2006: Les presento al profesor @charry_manager quien hizo parte del equipo técnico encargado de diseñar las propuestas agrarias d…;, 1
@Arrocito_enbajo Jajajajaja 🙈🙉🙊;, 1
RT @RevistaSemana: #ColombiaDecide | @petrogustavo llena plazas públicas y seduce a muchos jóvenes con un discurso contra la política tradi…;, 1
@BluRadioCo @osoto74soto @petrogustavo Y la familia de Chávez termino multimillonaria y Petro no quiere mostrar su… https://t.co/etZr7MSi4k;,-1
"RT @The__Bosch: \Petro no es chavista\""... decían";, 1
"#PetroEnBlu https://t.co/WPY3lhnqo0""";, 1
Eso más gasolina para q populista barato @petrogustavo siga incendiando este País. Va a perder elecciones eso es cl… https://t.co/kiIY6fTleC;, 1
"RT @GustavoRugeIes: #Daro Casi linchan a @petrogustavo a su llegada a Cartagena; esto es lo qué pasa siempre pero él dice que es apoyo popu…";,-1
Aléjate de lo que hace daño!;,-1
@BluRadioCo @AlvaroUribeVel @petrogustavo Y porqué Petro no quiere mostrar su declaración de renta?;,-1
RT @ManosLimpiasCo: ATENCION: Alejandra Barrios  directora de @moecolombia confirma que lo que dice @petrogustavo. La @Registraduria debe p…;, 1
RT @elespectador: La prohibición al porte de armas de fuego que llevó a la reducción de la tasa de homicidios en Bogotá es uno de los log…;,-1
RT @LuisaEvapolopol: Este sr @petrogustavo  es implacable a la hora de señalar a los hijos de @AlvaroUribeVel  me gustaría saber su opinió…;, 1
@Arrocito_enbajo Jajajajaja 🙈🙉🙊;, 1
RT @RevistaSemana: #ColombiaDecide | @petrogustavo llena plazas públicas y seduce a muchos jóvenes con un discurso contra la política tradi…;, 1
@BluRadioCo @osoto74soto @petrogustavo Y la familia de Chávez termino multimillonaria y Petro no quiere mostrar su… https://t.co/etZr7MSi4k;,-1
